crashid,state,month,year,dayweek,time,crashtype,numberfatalities,businvolvement,heavyrigidtruckinvolvement,articulatedtruckinvolvement,speedlimit,nationalremotenessareas,sa4name2016,nationallganame2017,nationalroadtype,christmasperiod,easterperiod,dayofweek,timeofday
19981230,NSW,7,1998,Monday,10.40,Single,1,No,-9,No,80,,,,,No,No,Weekday,Day
19985161,WA,7,1998,Thursday,12.00,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19985006,WA,7,1998,Thursday,8.45,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19982169,Vic,7,1998,Tuesday,11.05,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19981114,NSW,7,1998,Thursday,13.25,Multiple,2,No,-9,No,60,,,,,No,No,Weekday,Day
19981290,NSW,7,1998,Wednesday,9.05,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982090,Vic,7,1998,Tuesday,7.15,Multiple,2,No,No,No,100,,,,,No,No,Weekday,Day
19983102,Qld,7,1998,Tuesday,11.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19984084,SA,7,1998,Wednesday,10.30,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19987035,NT,7,1998,Friday,17.40,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19987043,NT,7,1998,Sunday,18.05,Single,2,No,-9,No,-9,,,,,No,No,Weekend,Night
19983169,Qld,7,1998,Saturday,22.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19981281,NSW,7,1998,Thursday,19.25,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19981057,NSW,7,1998,Friday,21.20,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19983039,Qld,7,1998,Saturday,18.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19983066,Qld,7,1998,Saturday,19.00,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19983144,Qld,7,1998,Saturday,1.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981284,NSW,7,1998,Wednesday,19.45,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19981031,NSW,7,1998,Monday,20.34,Single,1,Yes,-9,No,90,,,,,No,No,Weekday,Night
19982262,Vic,7,1998,Thursday,21.34,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
19982110,Vic,7,1998,Thursday,18.35,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
19983147,Qld,7,1998,Monday,18.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19982128,Vic,7,1998,Sunday,12.10,Single,1,No,No,No,80,,,,,No,No,Weekend,Day
19986007,Tas,7,1998,Saturday,14.25,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19981181,NSW,7,1998,Friday,17.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19985108,WA,7,1998,Friday,8.25,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19985052,WA,7,1998,Wednesday,13.35,Single,1,No,-9,No,70,,,,,No,No,Weekday,Day
19982006,Vic,7,1998,Thursday,12.50,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19982152,Vic,7,1998,Tuesday,17.50,Single,1,No,No,No,70,,,,,No,No,Weekday,Day
19984119,SA,7,1998,Wednesday,11.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982121,Vic,7,1998,Thursday,15.15,Single,1,No,No,Yes,100,,,,,No,No,Weekday,Day
19983152,Qld,7,1998,Monday,9.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19984003,SA,7,1998,Thursday,6.43,Single,1,No,-9,No,80,,,,,No,No,Weekday,Day
19981214,NSW,7,1998,Thursday,9.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982208,Vic,7,1998,Wednesday,11.30,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19983129,Qld,7,1998,Friday,17.00,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19981436,NSW,7,1998,Friday,12.30,Multiple,1,No,-9,Yes,80,,,,,No,No,Weekday,Day
19983068,Qld,6,1998,Saturday,17.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19983161,Qld,6,1998,Sunday,0.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19984085,SA,6,1998,Sunday,19.20,Multiple,1,No,-9,No,110,,,,,No,No,Weekend,Night
19984100,SA,6,1998,Sunday,3.00,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekend,Night
19982032,Vic,6,1998,Sunday,5.10,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19983203,Qld,6,1998,Saturday,5.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19984063,SA,6,1998,Sunday,3.20,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19987015,NT,6,1998,Saturday,19.45,Single,1,No,-9,Yes,-9,,,,,No,No,Weekend,Night
19983072,Qld,6,1998,Monday,1.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981472,NSW,6,1998,Sunday,20.57,Multiple,2,No,-9,No,80,,,,,No,No,Weekend,Night
19981400,NSW,6,1998,Sunday,21.30,Multiple,2,No,-9,No,60,,,,,No,No,Weekend,Night
19981004,NSW,6,1998,Friday,18.20,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19981409,NSW,6,1998,Sunday,0.01,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19985144,WA,6,1998,Friday,18.30,Multiple,1,No,-9,No,90,,,,,No,No,Weekend,Night
19981030,NSW,6,1998,Saturday,21.40,Single,2,No,-9,No,100,,,,,No,No,Weekend,Night
19983142,Qld,6,1998,Friday,20.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981103,NSW,6,1998,Friday,21.00,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19981299,NSW,6,1998,Monday,0.01,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19981460,NSW,6,1998,Sunday,20.30,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19983148,Qld,6,1998,Saturday,18.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19983024,Qld,6,1998,Friday,20.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981349,NSW,6,1998,Sunday,2.45,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19981041,NSW,6,1998,Friday,22.40,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981009,NSW,6,1998,Thursday,20.30,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19987024,NT,6,1998,Tuesday,0.30,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Night
19987006,NT,6,1998,Thursday,0.01,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Night
19982045,Vic,6,1998,Friday,0.10,Single,2,No,No,No,60,,,,,No,No,Weekday,Night
19985068,WA,6,1998,Tuesday,3.45,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19985036,WA,6,1998,Monday,20.45,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19981283,NSW,6,1998,Wednesday,4.10,Single,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19982331,Vic,6,1998,Friday,1.00,Single,1,No,No,No,80,,,,,No,No,Weekday,Night
19985021,WA,6,1998,Tuesday,23.47,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19982243,Vic,6,1998,Tuesday,19.15,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Night
19981289,NSW,6,1998,Wednesday,4.15,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19981174,NSW,6,1998,Tuesday,18.40,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19982211,Vic,6,1998,Wednesday,22.20,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Night
19982272,Vic,6,1998,Monday,21.45,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19981123,NSW,6,1998,Tuesday,23.50,Single,1,No,-9,Yes,80,,,,,No,No,Weekday,Night
19981422,NSW,6,1998,Thursday,22.30,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19982075,Vic,6,1998,Sunday,6.00,Single,1,No,No,No,70,,,,,No,No,Weekend,Day
19984135,SA,6,1998,Saturday,8.40,Multiple,1,No,-9,No,110,,,,,No,No,Weekend,Day
19981478,NSW,6,1998,Saturday,11.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19983034,Qld,6,1998,Sunday,6.00,Single,1,No,-9,Yes,80,,,,,No,No,Weekend,Day
19981110,NSW,6,1998,Sunday,9.45,Single,1,No,-9,No,70,,,,,No,No,Weekend,Day
19982245,Vic,6,1998,Saturday,13.09,Multiple,3,No,No,No,100,,,,,No,No,Weekend,Day
19982071,Vic,6,1998,Saturday,10.45,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19984038,SA,6,1998,Sunday,8.45,Single,1,No,-9,No,110,,,,,No,No,Weekend,Day
19981252,NSW,6,1998,Sunday,15.30,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19982326,Vic,6,1998,Saturday,11.30,Multiple,1,No,No,No,80,,,,,No,No,Weekend,Day
19981481,NSW,6,1998,Saturday,16.35,Multiple,1,No,-9,No,80,,,,,No,No,Weekend,Day
19982008,Vic,6,1998,Saturday,12.15,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19983151,Qld,6,1998,Friday,17.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19981398,NSW,6,1998,Wednesday,16.15,Multiple,1,Yes,-9,No,60,,,,,No,No,Weekday,Day
19981268,NSW,6,1998,Tuesday,15.50,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19981475,NSW,6,1998,Thursday,6.50,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19983154,Qld,6,1998,Wednesday,17.00,Single,1,No,-9,No,70,,,,,No,No,Weekday,Day
19983212,Qld,6,1998,Monday,12.00,Multiple,2,Yes,-9,Yes,100,,,,,No,No,Weekday,Day
19981294,NSW,6,1998,Friday,11.30,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19985038,WA,6,1998,Thursday,7.50,Multiple,1,No,-9,Yes,80,,,,,No,No,Weekday,Day
19984043,SA,6,1998,Monday,13.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19983022,Qld,6,1998,Wednesday,17.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19985170,WA,6,1998,Friday,17.00,Single,1,No,-9,No,70,,,,,No,No,Weekday,Day
19983146,Qld,6,1998,Monday,17.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19985147,WA,6,1998,Monday,13.40,Multiple,2,No,-9,No,90,,,,,No,No,Weekday,Day
19983065,Qld,6,1998,Tuesday,11.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19984091,SA,6,1998,Thursday,16.45,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19983116,Qld,6,1998,Thursday,13.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19981418,NSW,6,1998,Tuesday,14.45,Multiple,2,No,-9,No,110,,,,,No,No,Weekday,Day
19983092,Qld,6,1998,Friday,10.00,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19981393,NSW,6,1998,Tuesday,8.40,Multiple,1,No,-9,No,90,,,,,No,No,Weekday,Day
19981391,NSW,6,1998,Friday,15.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19985063,WA,6,1998,Monday,10.42,Multiple,1,No,-9,No,70,,,,,No,No,Weekday,Day
19981115,NSW,6,1998,Tuesday,8.00,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19982240,Vic,6,1998,Friday,16.25,Multiple,1,No,No,No,80,,,,,No,No,Weekday,Day
19982205,Vic,6,1998,Monday,15.00,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19986020,Tas,6,1998,Tuesday,7.15,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19981224,NSW,6,1998,Wednesday,16.30,Multiple,3,No,-9,No,110,,,,,No,No,Weekday,Day
19981370,NSW,6,1998,Tuesday,10.50,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19981205,NSW,6,1998,Tuesday,9.15,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19985123,WA,6,1998,Wednesday,11.48,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19984034,SA,6,1998,Wednesday,7.45,Multiple,1,No,-9,No,70,,,,,No,No,Weekday,Day
19983052,Qld,6,1998,Tuesday,15.00,Single,2,No,-9,No,100,,,,,No,No,Weekday,Day
19983238,Qld,6,1998,Wednesday,8.00,Single,2,No,-9,No,60,,,,,No,No,Weekday,Day
19984007,SA,6,1998,Friday,7.45,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19981074,NSW,6,1998,Wednesday,15.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19985143,WA,6,1998,Wednesday,7.00,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19981380,NSW,6,1998,Friday,17.40,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982156,Vic,6,1998,Tuesday,15.10,Multiple,1,No,No,Yes,100,,,,,No,No,Weekday,Day
19981275,NSW,6,1998,Monday,13.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19985168,WA,6,1998,Tuesday,16.52,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19985003,WA,6,1998,Friday,10.05,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19981147,NSW,6,1998,Thursday,11.40,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19981053,NSW,6,1998,Tuesday,15.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19984131,SA,6,1998,Tuesday,1.30,Single,1,No,-9,No,80,,,,,No,No,Weekday,Night
19985070,WA,6,1998,Saturday,3.25,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19984090,SA,6,1998,Saturday,18.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19982135,Vic,6,1998,Friday,20.00,Single,1,No,No,No,70,,,,,No,No,Weekend,Night
19983027,Qld,6,1998,Saturday,4.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19981259,NSW,6,1998,Sunday,17.50,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19981461,NSW,6,1998,Wednesday,18.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19984140,SA,6,1998,Tuesday,19.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19981129,NSW,6,1998,Tuesday,4.50,Single,1,No,-9,No,80,,,,,No,No,Weekday,Night
19981433,NSW,6,1998,Wednesday,23.35,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19984116,SA,6,1998,Friday,3.45,Single,1,No,-9,No,70,,,,,No,No,Weekday,Night
19987053,NT,6,1998,Wednesday,20.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19984144,SA,6,1998,Tuesday,19.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19983168,Qld,6,1998,Thursday,17.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19981118,NSW,6,1998,Tuesday,16.35,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982317,Vic,6,1998,Monday,8.15,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19982250,Vic,6,1998,Thursday,17.20,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19981198,NSW,6,1998,Monday,8.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19984026,SA,6,1998,Thursday,13.45,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19983197,Qld,6,1998,Friday,16.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19983010,Qld,6,1998,Monday,15.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19984047,SA,6,1998,Thursday,17.20,Single,1,No,-9,Yes,60,,,,,No,No,Weekday,Day
19981414,NSW,6,1998,Wednesday,17.50,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982290,Vic,6,1998,Monday,14.15,Multiple,1,No,No,No,80,,,,,No,No,Weekday,Day
19985110,WA,6,1998,Tuesday,12.05,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19981353,NSW,6,1998,Friday,14.20,Multiple,2,No,-9,No,70,,,,,No,No,Weekday,Day
19982308,Vic,6,1998,Tuesday,6.28,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19988020,ACT,5,1998,Sunday,-9,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19981220,NSW,5,1998,Sunday,12.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19982119,Vic,5,1998,Thursday,3.38,Multiple,1,No,No,Yes,60,,,,,No,No,Weekday,Night
19982187,Vic,5,1998,Friday,10.45,Multiple,1,No,No,No,80,,,,,No,No,Weekday,Day
19985193,WA,5,1998,Friday,19.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981425,NSW,5,1998,Sunday,1.30,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981134,NSW,5,1998,Saturday,22.50,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19984055,SA,5,1998,Saturday,0.50,Single,2,No,-9,No,60,,,,,No,No,Weekend,Night
19981038,NSW,5,1998,Monday,1.30,Single,1,Yes,-9,No,100,,,,,No,No,Weekend,Night
19985112,WA,5,1998,Saturday,22.00,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19981413,NSW,5,1998,Friday,22.30,Multiple,1,No,-9,No,90,,,,,No,No,Weekend,Night
19981313,NSW,5,1998,Sunday,21.45,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19984051,SA,5,1998,Saturday,0.35,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekend,Night
19986042,Tas,5,1998,Sunday,19.50,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19981429,NSW,5,1998,Saturday,4.52,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19988013,ACT,5,1998,Friday,-9,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19981426,NSW,5,1998,Friday,22.28,Multiple,2,No,-9,Yes,80,,,,,No,No,Weekend,Night
19982180,Vic,5,1998,Saturday,23.40,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19982127,Vic,5,1998,Saturday,0.05,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19983046,Qld,5,1998,Sunday,20.00,Multiple,1,No,-9,No,80,,,,,No,No,Weekend,Night
19981324,NSW,5,1998,Friday,18.10,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19986040,Tas,5,1998,Saturday,18.55,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19981319,NSW,5,1998,Friday,23.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19981401,NSW,5,1998,Friday,19.20,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19985053,WA,5,1998,Sunday,4.55,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19984019,SA,5,1998,Saturday,4.21,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19987004,NT,5,1998,Friday,20.30,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19987042,NT,5,1998,Monday,4.30,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19981139,NSW,5,1998,Sunday,0.10,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19982025,Vic,5,1998,Friday,20.55,Multiple,1,No,No,No,80,,,,,No,No,Weekend,Night
19982043,Vic,5,1998,Saturday,22.40,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19983057,Qld,5,1998,Friday,18.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19983051,Qld,5,1998,Friday,18.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19982223,Vic,5,1998,Saturday,23.30,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19982294,Vic,5,1998,Sunday,1.40,Single,1,No,No,No,80,,,,,No,No,Weekend,Night
19981005,NSW,5,1998,Sunday,20.05,Multiple,1,No,-9,No,70,,,,,No,No,Weekend,Night
19985126,WA,5,1998,Saturday,3.24,Single,1,No,-9,No,90,,,,,No,No,Weekend,Night
19981382,NSW,5,1998,Monday,18.30,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19985020,WA,5,1998,Tuesday,5.50,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekday,Night
19981419,NSW,5,1998,Monday,19.59,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19983224,Qld,5,1998,Thursday,22.00,Single,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19982258,Vic,5,1998,Friday,3.20,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Night
19981184,NSW,5,1998,Thursday,18.55,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Night
19983096,Qld,5,1998,Wednesday,22.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19982283,Vic,5,1998,Wednesday,5.13,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Night
19981309,NSW,5,1998,Tuesday,21.30,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19981454,NSW,5,1998,Thursday,5.30,Single,2,No,-9,No,100,,,,,No,No,Weekday,Night
19981075,NSW,5,1998,Thursday,22.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19985122,WA,5,1998,Thursday,22.30,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19981007,NSW,5,1998,Monday,21.30,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekday,Night
19981046,NSW,5,1998,Wednesday,19.59,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19981447,NSW,5,1998,Friday,4.10,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19981206,NSW,5,1998,Wednesday,20.05,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Night
19981491,NSW,5,1998,Tuesday,22.05,Single,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19982267,Vic,5,1998,Saturday,15.00,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Day
19982089,Vic,5,1998,Saturday,16.45,Multiple,1,No,No,No,100,,,,,No,No,Weekend,Day
19982018,Vic,5,1998,Sunday,11.40,Multiple,1,No,No,No,80,,,,,No,No,Weekend,Day
19981140,NSW,5,1998,Saturday,14.20,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19982292,Vic,5,1998,Sunday,17.25,Multiple,2,No,No,No,60,,,,,No,No,Weekend,Day
19982148,Vic,5,1998,Sunday,14.04,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19985086,WA,5,1998,Saturday,14.30,Multiple,1,No,-9,No,110,,,,,No,No,Weekend,Day
19985074,WA,5,1998,Sunday,13.10,Multiple,1,No,-9,No,90,,,,,No,No,Weekend,Day
19984147,SA,5,1998,Saturday,8.10,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19983207,Qld,5,1998,Sunday,13.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19981133,NSW,5,1998,Sunday,17.55,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19981435,NSW,5,1998,Saturday,16.50,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19983103,Qld,5,1998,Saturday,8.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19981097,NSW,5,1998,Saturday,6.00,Single,1,No,-9,No,70,,,,,No,No,Weekend,Day
19981412,NSW,5,1998,Saturday,6.40,Multiple,1,No,-9,No,70,,,,,No,No,Weekend,Day
19981185,NSW,5,1998,Tuesday,7.40,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19981180,NSW,5,1998,Monday,9.20,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19982094,Vic,5,1998,Friday,16.18,Multiple,1,No,No,Yes,100,,,,,No,No,Weekday,Day
19985101,WA,5,1998,Friday,14.40,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19984130,SA,5,1998,Wednesday,13.05,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19982224,Vic,5,1998,Wednesday,17.30,Multiple,1,No,No,No,70,,,,,No,No,Weekday,Day
19983050,Qld,5,1998,Thursday,16.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19984042,SA,5,1998,Wednesday,17.00,Multiple,1,No,-9,No,90,,,,,No,No,Weekday,Day
19981213,NSW,5,1998,Wednesday,6.45,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982166,Vic,5,1998,Wednesday,12.50,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19981488,NSW,5,1998,Friday,9.05,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19981151,NSW,5,1998,Monday,11.09,Multiple,2,No,-9,No,60,,,,,No,No,Weekday,Day
19981366,NSW,5,1998,Tuesday,15.15,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19981081,NSW,5,1998,Tuesday,14.50,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19985087,WA,5,1998,Wednesday,8.30,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19985008,WA,5,1998,Monday,7.45,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19985178,WA,5,1998,Thursday,15.30,Single,2,No,-9,No,110,,,,,No,No,Weekday,Day
19982343,Vic,5,1998,Monday,8.30,Multiple,1,No,No,No,80,,,,,No,No,Weekday,Day
19985096,WA,5,1998,Friday,14.55,Multiple,2,No,-9,No,110,,,,,No,No,Weekday,Day
19981002,NSW,5,1998,Tuesday,17.20,Multiple,1,No,-9,No,70,,,,,No,No,Weekday,Day
19982303,Vic,5,1998,Tuesday,16.25,Multiple,2,No,No,No,80,,,,,No,No,Weekday,Day
19982154,Vic,5,1998,Wednesday,8.20,Multiple,1,No,No,Yes,100,,,,,No,No,Weekday,Day
19985166,WA,5,1998,Friday,8.40,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19983121,Qld,5,1998,Monday,15.00,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19983250,Qld,5,1998,Tuesday,13.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19982007,Vic,5,1998,Thursday,13.10,Multiple,1,No,No,No,80,,,,,No,No,Weekday,Day
19982339,Vic,5,1998,Wednesday,16.45,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19981469,NSW,5,1998,Friday,13.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19982237,Vic,5,1998,Wednesday,6.40,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19984114,SA,5,1998,Monday,14.20,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19981245,NSW,5,1998,Monday,12.30,Multiple,1,Yes,-9,No,60,,,,,No,No,Weekday,Day
19981006,NSW,5,1998,Friday,7.50,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19981008,NSW,5,1998,Tuesday,15.20,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19986039,Tas,5,1998,Monday,12.10,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19986038,Tas,5,1998,Wednesday,17.45,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19987031,NT,5,1998,Tuesday,6.50,Multiple,1,No,-9,No,90,,,,,No,No,Weekday,Day
19981108,NSW,5,1998,Thursday,12.25,Multiple,1,No,-9,Yes,70,,,,,No,No,Weekday,Day
